Time,Airport,Altamount,Vashi,Virar,Malls
19,2,22.9,20.7,57.9,4
20,2,22.9,20.7,57.9,4
21,2,22.9,20.7,57.9,4
22,2,22.9,20.7,57.9,4
23,2,22.9,20.7,57.9,4
24,2,22.9,20.7,57.9,4
25,2,22.9,20.7,57.9,4
26,2,22.9,20.7,57.9,4
20,14,32.8,36.2,44.8,3
21,14,32.8,36.2,44.8,3
22,14,32.8,36.2,44.8,3
23,14,32.8,36.2,44.8,3
24,14,32.8,36.2,44.8,3
25,14,32.8,36.2,44.8,3
26,14,32.8,36.2,44.8,3
20,11.5,9.9,26.2,47.8,0
21,11.5,9.9,26.2,47.8,0
22,11.5,9.9,26.2,47.8,0
23,11.5,9.9,26.2,47.8,0
24,11.5,9.9,26.2,47.8,0
25,11.5,9.9,26.2,47.8,0
26,11.5,9.9,26.2,47.8,0
0,15.3,34.1,37.6,44.5,5
1,15.3,34.1,37.6,44.5,5
2,15.3,34.1,37.6,44.5,5
3,15.3,34.1,37.6,44.5,5
4,15.3,34.1,37.6,44.5,5
5,15.3,34.1,37.6,44.5,5
6,15.3,34.1,37.6,44.5,5
7,15.3,34.1,37.6,44.5,5
8,15.3,34.1,37.6,44.5,5
9,15.3,34.1,37.6,44.5,5
10,15.3,34.1,37.6,44.5,5
11,15.3,34.1,37.6,44.5,5
12,15.3,34.1,37.6,44.5,5
13,15.3,34.1,37.6,44.5,5
14,15.3,34.1,37.6,44.5,5
15,15.3,34.1,37.6,44.5,5
16,15.3,34.1,37.6,44.5,5
17,15.3,34.1,37.6,44.5,5
18,15.3,34.1,37.6,44.5,5
19,15.3,34.1,37.6,44.5,5
20,15.3,34.1,37.6,44.5,5
21,15.3,34.1,37.6,44.5,5
22,15.3,34.1,37.6,44.5,5
23,15.3,34.1,37.6,44.5,5
24,15.3,34.1,37.6,44.5,5
26,15.3,34.1,37.6,44.5,5
0,20.2,39,42.4,44.2,7
1,20.2,39,42.4,44.2,7
2,20.2,39,42.4,44.2,7
3,20.2,39,42.4,44.2,7
4,20.2,39,42.4,44.2,7
5,20.2,39,42.4,44.2,7
6,20.2,39,42.4,44.2,7
7,20.2,39,42.4,44.2,7
8,20.2,39,42.4,44.2,7
9,20.2,39,42.4,44.2,7
10,20.2,39,42.4,44.2,7
11,20.2,39,42.4,44.2,7
12,20.2,39,42.4,44.2,7
13,20.2,39,42.4,44.2,7
14,20.2,39,42.4,44.2,7
15,20.2,39,42.4,44.2,7
16,20.2,39,42.4,44.2,7
17,20.2,39,42.4,44.2,7
18,20.2,39,42.4,44.2,7
19,20.2,39,42.4,44.2,7
20,20.2,39,42.4,44.2,7
21,20.2,39,42.4,44.2,7
22,20.2,39,42.4,44.2,7
23,20.2,39,42.4,44.2,7
24,20.2,39,42.4,44.2,7
25,20.2,39,42.4,44.2,7
26,20.2,39,42.4,44.2,7
15,2.4,21.2,24.7,56.9,0
16,2.4,21.2,24.7,56.9,0
17,2.4,21.2,24.7,56.9,0
18,2.4,21.2,24.7,56.9,0
20,2.4,21.2,24.7,56.9,0
21,2.4,21.2,24.7,56.9,0
22,2.4,21.2,24.7,56.9,0
25,2.4,21.2,24.7,56.9,0
26,2.4,21.2,24.7,56.9,0
1,18.1,36.8,39.3,49.6,0
2,18.1,36.8,39.3,49.6,0
3,18.1,36.8,39.3,49.6,0
4,18.1,36.8,39.3,49.6,0
5,18.1,36.8,39.3,49.6,0
6,18.1,36.8,39.3,49.6,0
7,18.1,36.8,39.3,49.6,0
8,18.1,36.8,39.3,49.6,0
9,18.1,36.8,39.3,49.6,0
10,18.1,36.8,39.3,49.6,0
11,18.1,36.8,39.3,49.6,0
12,18.1,36.8,39.3,49.6,0
13,18.1,36.8,39.3,49.6,0
14,18.1,36.8,39.3,49.6,0
15,18.1,36.8,39.3,49.6,0
16,18.1,36.8,39.3,49.6,0
17,18.1,36.8,39.3,49.6,0
18,18.1,36.8,39.3,49.6,0
19,18.1,36.8,39.3,49.6,0
20,18.1,36.8,39.3,49.6,0
21,18.1,36.8,39.3,49.6,0
22,18.1,36.8,39.3,49.6,0
23,18.1,36.8,39.3,49.6,0
24,18.1,36.8,39.3,49.6,0
25,18.1,36.8,39.3,49.6,0
26,18.1,36.8,39.3,49.6,0
4,11.6,30.4,33.8,52.8,2
5,11.6,30.4,33.8,52.8,2
6,11.6,30.4,33.8,52.8,2
7,11.6,30.4,33.8,52.8,2
10,11.6,30.4,33.8,52.8,2
14,11.6,30.4,33.8,52.8,2
15,11.6,30.4,33.8,52.8,2
16,11.6,30.4,33.8,52.8,2
17,11.6,30.4,33.8,52.8,2
18,11.6,30.4,33.8,52.8,2
19,11.6,30.4,33.8,52.8,2
20,11.6,30.4,33.8,52.8,2
21,11.6,30.4,33.8,52.8,2
22,11.6,30.4,33.8,52.8,2
23,11.6,30.4,33.8,52.8,2
24,11.6,30.4,33.8,52.8,2
25,11.6,30.4,33.8,52.8,2
26,11.6,30.4,33.8,52.8,2
23,16.2,35,38.4,47.8,3
24,16.2,35,38.4,47.8,3
25,16.2,35,38.4,47.8,3
26,16.2,35,38.4,47.8,3
0,20.9,39.6,43.1,41.9,1
1,20.9,39.6,43.1,41.9,1
2,20.9,39.6,43.1,41.9,1
3,20.9,39.6,43.1,41.9,1
4,20.9,39.6,43.1,41.9,1
5,20.9,39.6,43.1,41.9,1
6,20.9,39.6,43.1,41.9,1
7,20.9,39.6,43.1,41.9,1
8,20.9,39.6,43.1,41.9,1
9,20.9,39.6,43.1,41.9,1
10,20.9,39.6,43.1,41.9,1
11,20.9,39.6,43.1,41.9,1
12,20.9,39.6,43.1,41.9,1
13,20.9,39.6,43.1,41.9,1
14,20.9,39.6,43.1,41.9,1
15,20.9,39.6,43.1,41.9,1
16,20.9,39.6,43.1,41.9,1
17,20.9,39.6,43.1,41.9,1
18,20.9,39.6,43.1,41.9,1
19,20.9,39.6,43.1,41.9,1
20,20.9,39.6,43.1,41.9,1
21,20.9,39.6,43.1,41.9,1
22,20.9,39.6,43.1,41.9,1
23,20.9,39.6,43.1,41.9,1
24,20.9,39.6,43.1,41.9,1
25,20.9,39.6,43.1,41.9,1
26,20.9,39.6,43.1,41.9,1
16,19.1,37.9,41.3,40.1,1
17,19.1,37.9,41.3,40.1,1
18,19.1,37.9,41.3,40.1,1
19,19.1,37.9,41.3,40.1,1
20,19.1,37.9,41.3,40.1,1
21,19.1,37.9,41.3,40.1,1
22,19.1,37.9,41.3,40.1,1
23,19.1,37.9,41.3,40.1,1
24,19.1,37.9,41.3,40.1,1
25,19.1,37.9,41.3,40.1,1
26,19.1,37.9,41.3,40.1,1
17,20.7,39.5,42.9,41.7,0
18,20.7,39.5,42.9,41.7,0
19,20.7,39.5,42.9,41.7,0
20,20.7,39.5,42.9,41.7,0
21,20.7,39.5,42.9,41.7,0
22,20.7,39.5,42.9,41.7,0
23,20.7,39.5,42.9,41.7,0
24,20.7,39.5,42.9,41.7,0
25,20.7,39.5,42.9,41.7,0
26,20.7,39.5,42.9,41.7,0
4,14,32.8,36.2,50.6,1
5,14,32.8,36.2,50.6,1
6,14,32.8,36.2,50.6,1
9,14,32.8,36.2,50.6,1
11,14,32.8,36.2,50.6,1
14,14,32.8,36.2,50.6,1
15,14,32.8,36.2,50.6,1
16,14,32.8,36.2,50.6,1
17,14,32.8,36.2,50.6,1
18,14,32.8,36.2,50.6,1
19,14,32.8,36.2,50.6,1
20,14,32.8,36.2,50.6,1
21,14,32.8,36.2,50.6,1
22,14,32.8,36.2,50.6,1
23,14,32.8,36.2,50.6,1
24,14,32.8,36.2,50.6,1
25,14,32.8,36.2,50.6,1
26,14,32.8,36.2,50.6,1
13,10.6,29.4,32.8,51.5,1
14,10.6,29.4,32.8,51.5,1
15,10.6,29.4,32.8,51.5,1
16,10.6,29.4,32.8,51.5,1
17,10.6,29.4,32.8,51.5,1
18,10.6,29.4,32.8,51.5,1
19,10.6,29.4,32.8,51.5,1
20,10.6,29.4,32.8,51.5,1
21,10.6,29.4,32.8,51.5,1
22,10.6,29.4,32.8,51.5,1
23,10.6,29.4,32.8,51.5,1
24,10.6,29.4,32.8,51.5,1
25,10.6,29.4,32.8,51.5,1
26,10.6,29.4,32.8,51.5,1
4,10.4,29.1,32.6,50.9,0
5,10.4,29.1,32.6,50.9,0
6,10.4,29.1,32.6,50.9,0
7,10.4,29.1,32.6,50.9,0
8,10.4,29.1,32.6,50.9,0
9,10.4,29.1,32.6,50.9,0
13,10.4,29.1,32.6,50.9,0
14,10.4,29.1,32.6,50.9,0
15,10.4,29.1,32.6,50.9,0
16,10.4,29.1,32.6,50.9,0
17,10.4,29.1,32.6,50.9,0
18,10.4,29.1,32.6,50.9,0
19,10.4,29.1,32.6,50.9,0
20,10.4,29.1,32.6,50.9,0
21,10.4,29.1,32.6,50.9,0
22,10.4,29.1,32.6,50.9,0
23,10.4,29.1,32.6,50.9,0
24,10.4,29.1,32.6,50.9,0
25,10.4,29.1,32.6,50.9,0
26,10.4,29.1,32.6,50.9,0
22,39.7,58.5,60.3,56.2,1
23,39.7,58.5,60.3,56.2,1
24,39.7,58.5,60.3,56.2,1
25,39.7,58.5,60.3,56.2,1
0,10.1,28.9,32,52.5,4
1,10.1,28.9,32,52.5,4
2,10.1,28.9,32,52.5,4
3,10.1,28.9,32,52.5,4
4,10.1,28.9,32,52.5,4
5,10.1,28.9,32,52.5,4
6,10.1,28.9,32,52.5,4
7,10.1,28.9,32,52.5,4
8,10.1,28.9,32,52.5,4
9,10.1,28.9,32,52.5,4
10,10.1,28.9,32,52.5,4
11,10.1,28.9,32,52.5,4
12,10.1,28.9,32,52.5,4
13,10.1,28.9,32,52.5,4
14,10.1,28.9,32,52.5,4
15,10.1,28.9,32,52.5,4
16,10.1,28.9,32,52.5,4
17,10.1,28.9,32,52.5,4
18,10.1,28.9,32,52.5,4
19,10.1,28.9,32,52.5,4
20,10.1,28.9,32,52.5,4
21,10.1,28.9,32,52.5,4
22,10.1,28.9,32,52.5,4
23,10.1,28.9,32,52.5,4
24,10.1,28.9,32,52.5,4
25,10.1,28.9,32,52.5,4
26,10.1,28.9,32,52.5,4
0,10.1,28.9,32,52.7,2
1,10.1,28.9,32,52.7,2
2,10.1,28.9,32,52.7,2
3,10.1,28.9,32,52.7,2
4,10.1,28.9,32,52.7,2
5,10.1,28.9,32,52.7,2
6,10.1,28.9,32,52.7,2
7,10.1,28.9,32,52.7,2
8,10.1,28.9,32,52.7,2
9,10.1,28.9,32,52.7,2
10,10.1,28.9,32,52.7,2
11,10.1,28.9,32,52.7,2
12,10.1,28.9,32,52.7,2
13,10.1,28.9,32,52.7,2
14,10.1,28.9,32,52.7,2
15,10.1,28.9,32,52.7,2
16,10.1,28.9,32,52.7,2
17,10.1,28.9,32,52.7,2
18,10.1,28.9,32,52.7,2
19,10.1,28.9,32,52.7,2
20,10.1,28.9,32,52.7,2
21,10.1,28.9,32,52.7,2
22,10.1,28.9,32,52.7,2
23,10.1,28.9,32,52.7,2
24,10.1,28.9,32,52.7,2
25,10.1,28.9,32,52.7,2
26,10.1,28.9,32,52.7,2
3,20.7,39.5,43,43.7,0
4,20.7,39.5,43,43.7,0
5,20.7,39.5,43,43.7,0
6,20.7,39.5,43,43.7,0
7,20.7,39.5,43,43.7,0
8,20.7,39.5,43,43.7,0
9,20.7,39.5,43,43.7,0
10,20.7,39.5,43,43.7,0
11,20.7,39.5,43,43.7,0
12,20.7,39.5,43,43.7,0
13,20.7,39.5,43,43.7,0
14,20.7,39.5,43,43.7,0
15,20.7,39.5,43,43.7,0
16,20.7,39.5,43,43.7,0
17,20.7,39.5,43,43.7,0
18,20.7,39.5,43,43.7,0
19,20.7,39.5,43,43.7,0
20,20.7,39.5,43,43.7,0
21,20.7,39.5,43,43.7,0
22,20.7,39.5,43,43.7,0
23,20.7,39.5,43,43.7,0
24,20.7,39.5,43,43.7,0
25,20.7,39.5,43,43.7,0
26,20.7,39.5,43,43.7,0
4,16.2,35,38.4,50.2,0
5,16.2,35,38.4,50.2,0
6,16.2,35,38.4,50.2,0
9,16.2,35,38.4,50.2,0
13,16.2,35,38.4,50.2,0
14,16.2,35,38.4,50.2,0
15,16.2,35,38.4,50.2,0
16,16.2,35,38.4,50.2,0
17,16.2,35,38.4,50.2,0
18,16.2,35,38.4,50.2,0
19,16.2,35,38.4,50.2,0
20,16.2,35,38.4,50.2,0
21,16.2,35,38.4,50.2,0
22,16.2,35,38.4,50.2,0
23,16.2,35,38.4,50.2,0
24,16.2,35,38.4,50.2,0
25,16.2,35,38.4,50.2,0
26,16.2,35,38.4,50.2,0
22,9.1,27.9,31.3,54.1,1
24,9.1,27.9,31.3,54.1,1
25,9.1,27.9,31.3,54.1,1
26,9.1,27.9,31.3,54.1,1
14,3.2,22,25.4,57.4,1
16,3.2,22,25.4,57.4,1
17,3.2,22,25.4,57.4,1
18,3.2,22,25.4,57.4,1
22,3.2,22,25.4,57.4,1
24,3.2,22,25.4,57.4,1
25,3.2,22,25.4,57.4,1
10,4.8,23.6,27,54,1
11,4.8,23.6,27,54,1
12,4.8,23.6,27,54,1
14,4.8,23.6,27,54,1
16,4.8,23.6,27,54,1
18,4.8,23.6,27,54,1
19,4.8,23.6,27,54,1
20,4.8,23.6,27,54,1
21,4.8,23.6,27,54,1
22,4.8,23.6,27,54,1
23,4.8,23.6,27,54,1
24,4.8,23.6,27,54,1
25,4.8,23.6,27,54,1
26,4.8,23.6,27,54,1
1,6.9,25.6,29.1,54.8,3
4,6.9,25.6,29.1,54.8,3
5,6.9,25.6,29.1,54.8,3
6,6.9,25.6,29.1,54.8,3
7,6.9,25.6,29.1,54.8,3
8,6.9,25.6,29.1,54.8,3
9,6.9,25.6,29.1,54.8,3
10,6.9,25.6,29.1,54.8,3
11,6.9,25.6,29.1,54.8,3
12,6.9,25.6,29.1,54.8,3
13,6.9,25.6,29.1,54.8,3
14,6.9,25.6,29.1,54.8,3
15,6.9,25.6,29.1,54.8,3
16,6.9,25.6,29.1,54.8,3
17,6.9,25.6,29.1,54.8,3
18,6.9,25.6,29.1,54.8,3
19,6.9,25.6,29.1,54.8,3
21,6.9,25.6,29.1,54.8,3
24,6.9,25.6,29.1,54.8,3
25,6.9,25.6,29.1,54.8,3
19,5.8,29.5,24.2,58.8,3
20,5.8,29.5,24.2,58.8,3
22,5.8,29.5,24.2,58.8,3
23,5.8,29.5,24.2,58.8,3
24,5.8,29.5,24.2,58.8,3
26,5.8,29.5,24.2,58.8,3
20,14.2,33,36.4,50.1,0
21,14.2,33,36.4,50.1,0
22,14.2,33,36.4,50.1,0
23,14.2,33,36.4,50.1,0
24,14.2,33,36.4,50.1,0
25,14.2,33,36.4,50.1,0
26,14.2,33,36.4,50.1,0
22,21,39.8,43.3,42.1,0
23,21,39.8,43.3,42.1,0
24,21,39.8,43.3,42.1,0
25,21,39.8,43.3,42.1,0
26,21,39.8,43.3,42.1,0
0,14.5,33.3,36.7,45.4,4
1,14.5,33.3,36.7,45.4,4
2,14.5,33.3,36.7,45.4,4
3,14.5,33.3,36.7,45.4,4
4,14.5,33.3,36.7,45.4,4
5,14.5,33.3,36.7,45.4,4
6,14.5,33.3,36.7,45.4,4
7,14.5,33.3,36.7,45.4,4
8,14.5,33.3,36.7,45.4,4
9,14.5,33.3,36.7,45.4,4
10,14.5,33.3,36.7,45.4,4
11,14.5,33.3,36.7,45.4,4
12,14.5,33.3,36.7,45.4,4
13,14.5,33.3,36.7,45.4,4
14,14.5,33.3,36.7,45.4,4
15,14.5,33.3,36.7,45.4,4
16,14.5,33.3,36.7,45.4,4
17,14.5,33.3,36.7,45.4,4
18,14.5,33.3,36.7,45.4,4
19,14.5,33.3,36.7,45.4,4
20,14.5,33.3,36.7,45.4,4
21,14.5,33.3,36.7,45.4,4
22,14.5,33.3,36.7,45.4,4
23,14.5,33.3,36.7,45.4,4
24,14.5,33.3,36.7,45.4,4
25,14.5,33.3,36.7,45.4,4
26,14.5,33.3,36.7,45.4,4
0,15,33.8,37.2,49.2,2
1,15,33.8,37.2,49.2,2
2,15,33.8,37.2,49.2,2
3,15,33.8,37.2,49.2,2
4,15,33.8,37.2,49.2,2
5,15,33.8,37.2,49.2,2
6,15,33.8,37.2,49.2,2
7,15,33.8,37.2,49.2,2
8,15,33.8,37.2,49.2,2
9,15,33.8,37.2,49.2,2
10,15,33.8,37.2,49.2,2
11,15,33.8,37.2,49.2,2
12,15,33.8,37.2,49.2,2
13,15,33.8,37.2,49.2,2
14,15,33.8,37.2,49.2,2
15,15,33.8,37.2,49.2,2
16,15,33.8,37.2,49.2,2
17,15,33.8,37.2,49.2,2
18,15,33.8,37.2,49.2,2
19,15,33.8,37.2,49.2,2
20,15,33.8,37.2,49.2,2
21,15,33.8,37.2,49.2,2
22,15,33.8,37.2,49.2,2
23,15,33.8,37.2,49.2,2
24,15,33.8,37.2,49.2,2
25,15,33.8,37.2,49.2,2
26,15,33.8,37.2,49.2,2
1,9.2,28,31.4,57.2,1
2,9.2,28,31.4,57.2,1
3,9.2,28,31.4,57.2,1
4,9.2,28,31.4,57.2,1
5,9.2,28,31.4,57.2,1
6,9.2,28,31.4,57.2,1
7,9.2,28,31.4,57.2,1
8,9.2,28,31.4,57.2,1
9,9.2,28,31.4,57.2,1
10,9.2,28,31.4,57.2,1
11,9.2,28,31.4,57.2,1
12,9.2,28,31.4,57.2,1
13,9.2,28,31.4,57.2,1
14,9.2,28,31.4,57.2,1
15,9.2,28,31.4,57.2,1
16,9.2,28,31.4,57.2,1
17,9.2,28,31.4,57.2,1
18,9.2,28,31.4,57.2,1
19,9.2,28,31.4,57.2,1
20,9.2,28,31.4,57.2,1
21,9.2,28,31.4,57.2,1
22,9.2,28,31.4,57.2,1
23,9.2,28,31.4,57.2,1
24,9.2,28,31.4,57.2,1
26,9.2,28,31.4,57.2,1
20,13.9,32.6,36.1,48.3,1
21,13.9,32.6,36.1,48.3,1
22,13.9,32.6,36.1,48.3,1
23,13.9,32.6,36.1,48.3,1
24,13.9,32.6,36.1,48.3,1
25,13.9,32.6,36.1,48.3,1
26,13.9,32.6,36.1,48.3,1
4,13,31.8,35.2,48.9,1
5,13,31.8,35.2,48.9,1
6,13,31.8,35.2,48.9,1
7,13,31.8,35.2,48.9,1
8,13,31.8,35.2,48.9,1
9,13,31.8,35.2,48.9,1
10,13,31.8,35.2,48.9,1
11,13,31.8,35.2,48.9,1
13,13,31.8,35.2,48.9,1
14,13,31.8,35.2,48.9,1
15,13,31.8,35.2,48.9,1
16,13,31.8,35.2,48.9,1
17,13,31.8,35.2,48.9,1
18,13,31.8,35.2,48.9,1
19,13,31.8,35.2,48.9,1
20,13,31.8,35.2,48.9,1
21,13,31.8,35.2,48.9,1
22,13,31.8,35.2,48.9,1
23,13,31.8,35.2,48.9,1
24,13,31.8,35.2,48.9,1
25,13,31.8,35.2,48.9,1
26,13,31.8,35.2,48.9,1
0,11.5,30.3,33.7,49.2,3
1,11.5,30.3,33.7,49.2,3
2,11.5,30.3,33.7,49.2,3
3,11.5,30.3,33.7,49.2,3
4,11.5,30.3,33.7,49.2,3
5,11.5,30.3,33.7,49.2,3
6,11.5,30.3,33.7,49.2,3
7,11.5,30.3,33.7,49.2,3
8,11.5,30.3,33.7,49.2,3
9,11.5,30.3,33.7,49.2,3
10,11.5,30.3,33.7,49.2,3
11,11.5,30.3,33.7,49.2,3
12,11.5,30.3,33.7,49.2,3
13,11.5,30.3,33.7,49.2,3
14,11.5,30.3,33.7,49.2,3
15,11.5,30.3,33.7,49.2,3
16,11.5,30.3,33.7,49.2,3
17,11.5,30.3,33.7,49.2,3
18,11.5,30.3,33.7,49.2,3
19,11.5,30.3,33.7,49.2,3
20,11.5,30.3,33.7,49.2,3
21,11.5,30.3,33.7,49.2,3
22,11.5,30.3,33.7,49.2,3
23,11.5,30.3,33.7,49.2,3
24,11.5,30.3,33.7,49.2,3
25,11.5,30.3,33.7,49.2,3
26,11.5,30.3,33.7,49.2,3
0,12.2,31,34.4,50.2,4
1,12.2,31,34.4,50.2,4
2,12.2,31,34.4,50.2,4
3,12.2,31,34.4,50.2,4
4,12.2,31,34.4,50.2,4
5,12.2,31,34.4,50.2,4
6,12.2,31,34.4,50.2,4
7,12.2,31,34.4,50.2,4
8,12.2,31,34.4,50.2,4
9,12.2,31,34.4,50.2,4
10,12.2,31,34.4,50.2,4
11,12.2,31,34.4,50.2,4
12,12.2,31,34.4,50.2,4
13,12.2,31,34.4,50.2,4
14,12.2,31,34.4,50.2,4
15,12.2,31,34.4,50.2,4
16,12.2,31,34.4,50.2,4
17,12.2,31,34.4,50.2,4
18,12.2,31,34.4,50.2,4
19,12.2,31,34.4,50.2,4
20,12.2,31,34.4,50.2,4
21,12.2,31,34.4,50.2,4
22,12.2,31,34.4,50.2,4
23,12.2,31,34.4,50.2,4
24,12.2,31,34.4,50.2,4
25,12.2,31,34.4,50.2,4
26,12.2,31,34.4,50.2,4
13,16.9,35.7,39.1,52.7,0
14,16.9,35.7,39.1,52.7,0
15,16.9,35.7,39.1,52.7,0
16,16.9,35.7,39.1,52.7,0
17,16.9,35.7,39.1,52.7,0
18,16.9,35.7,39.1,52.7,0
19,16.9,35.7,39.1,52.7,0
21,16.9,35.7,39.1,52.7,0
22,16.9,35.7,39.1,52.7,0
2,2.8,24.9,20.2,59.9,0
3,2.8,24.9,20.2,59.9,0
4,2.8,24.9,20.2,59.9,0
5,2.8,24.9,20.2,59.9,0
6,2.8,24.9,20.2,59.9,0
7,2.8,24.9,20.2,59.9,0
8,2.8,24.9,20.2,59.9,0
9,2.8,24.9,20.2,59.9,0
10,2.8,24.9,20.2,59.9,0
11,2.8,24.9,20.2,59.9,0
12,2.8,24.9,20.2,59.9,0
13,2.8,24.9,20.2,59.9,0
14,2.8,24.9,20.2,59.9,0
15,2.8,24.9,20.2,59.9,0
16,2.8,24.9,20.2,59.9,0
17,2.8,24.9,20.2,59.9,0
18,2.8,24.9,20.2,59.9,0
19,2.8,24.9,20.2,59.9,0
20,2.8,24.9,20.2,59.9,0
21,2.8,24.9,20.2,59.9,0
22,2.8,24.9,20.2,59.9,0
23,2.8,24.9,20.2,59.9,0
24,2.8,24.9,20.2,59.9,0
25,2.8,24.9,20.2,59.9,0
26,2.8,24.9,20.2,59.9,0
20,13,31.8,35.2,53.4,2
21,13,31.8,35.2,53.4,2
22,13,31.8,35.2,53.4,2
23,13,31.8,35.2,53.4,2
24,13,31.8,35.2,53.4,2
25,13,31.8,35.2,53.4,2
26,13,31.8,35.2,53.4,2
19,3.7,22.2,18.2,60.8,2
20,3.7,22.2,18.2,60.8,2
21,3.7,22.2,18.2,60.8,2
22,3.7,22.2,18.2,60.8,2
23,3.7,22.2,18.2,60.8,2
24,3.7,22.2,18.2,60.8,2
25,3.7,22.2,18.2,60.8,2
26,3.7,22.2,18.2,60.8,2
26,20.4,39.2,42.6,49.5,0
26,20,38.7,42.2,49.1,0
21,8.7,27.5,30.9,56.6,1
22,8.7,27.5,30.9,56.6,1
24,8.7,27.5,30.9,56.6,1
25,8.7,27.5,30.9,56.6,1
26,8.7,27.5,30.9,56.6,1
23,5,29.2,44.2,40.1,0
24,5,29.2,44.2,40.1,0
25,5,29.2,44.2,40.1,0
26,5,29.2,44.2,40.1,0
23,7.9,26.7,32.2,57.9,2
25,7.9,26.7,32.2,57.9,2
26,7.9,26.7,32.2,57.9,2
3,13.2,32,36.3,44.9,3
4,13.2,32,36.3,44.9,3
5,13.2,32,36.3,44.9,3
6,13.2,32,36.3,44.9,3
7,13.2,32,36.3,44.9,3
8,13.2,32,36.3,44.9,3
9,13.2,32,36.3,44.9,3
10,13.2,32,36.3,44.9,3
11,13.2,32,36.3,44.9,3
12,13.2,32,36.3,44.9,3
13,13.2,32,36.3,44.9,3
14,13.2,32,36.3,44.9,3
15,13.2,32,36.3,44.9,3
16,13.2,32,36.3,44.9,3
17,13.2,32,36.3,44.9,3
18,13.2,32,36.3,44.9,3
19,13.2,32,36.3,44.9,3
20,13.2,32,36.3,44.9,3
21,13.2,32,36.3,44.9,3
22,13.2,32,36.3,44.9,3
23,13.2,32,36.3,44.9,3
24,13.2,32,36.3,44.9,3
25,13.2,32,36.3,44.9,3
26,13.2,32,36.3,44.9,3
0,14.8,33.6,37,45.7,3
3,14.8,33.6,37,45.7,3
4,14.8,33.6,37,45.7,3
5,14.8,33.6,37,45.7,3
6,14.8,33.6,37,45.7,3
7,14.8,33.6,37,45.7,3
8,14.8,33.6,37,45.7,3
9,14.8,33.6,37,45.7,3
10,14.8,33.6,37,45.7,3
11,14.8,33.6,37,45.7,3
12,14.8,33.6,37,45.7,3
13,14.8,33.6,37,45.7,3
14,14.8,33.6,37,45.7,3
15,14.8,33.6,37,45.7,3
16,14.8,33.6,37,45.7,3
17,14.8,33.6,37,45.7,3
18,14.8,33.6,37,45.7,3
19,14.8,33.6,37,45.7,3
20,14.8,33.6,37,45.7,3
21,14.8,33.6,37,45.7,3
26,14.8,33.6,37,45.7,3
18,7.5,26.3,29.7,55.4,0
19,7.5,26.3,29.7,55.4,0
20,7.5,26.3,29.7,55.4,0
21,7.5,26.3,29.7,55.4,0
22,7.5,26.3,29.7,55.4,0
23,7.5,26.3,29.7,55.4,0
24,7.5,26.3,29.7,55.4,0
25,7.5,26.3,29.7,55.4,0
14,8.6,27.4,31.2,59.8,1
15,8.6,27.4,31.2,59.8,1
16,8.6,27.4,31.2,59.8,1
17,8.6,27.4,31.2,59.8,1
18,8.6,27.4,31.2,59.8,1
19,8.6,27.4,31.2,59.8,1
20,8.6,27.4,31.2,59.8,1
21,8.6,27.4,31.2,59.8,1
22,8.6,27.4,31.2,59.8,1
23,8.6,27.4,31.2,59.8,1
24,8.6,27.4,31.2,59.8,1
26,8.6,27.4,31.2,59.8,1
1,24.3,44.6,44.2,40.1,0
2,24.3,44.6,44.2,40.1,0
3,24.3,44.6,44.2,40.1,0
4,24.3,44.6,44.2,40.1,0
5,24.3,44.6,44.2,40.1,0
6,24.3,44.6,44.2,40.1,0
7,24.3,44.6,44.2,40.1,0
8,24.3,44.6,44.2,40.1,0
9,24.3,44.6,44.2,40.1,0
10,24.3,44.6,44.2,40.1,0
11,24.3,44.6,44.2,40.1,0
12,24.3,44.6,44.2,40.1,0
13,24.3,44.6,44.2,40.1,0
14,24.3,44.6,44.2,40.1,0
15,24.3,44.6,44.2,40.1,0
16,24.3,44.6,44.2,40.1,0
17,24.3,44.6,44.2,40.1,0
18,24.3,44.6,44.2,40.1,0
19,24.3,44.6,44.2,40.1,0
20,24.3,44.6,44.2,40.1,0
21,24.3,44.6,44.2,40.1,0
22,24.3,44.6,44.2,40.1,0
23,24.3,44.6,44.2,40.1,0
24,24.3,44.6,44.2,40.1,0
25,24.3,44.6,44.2,40.1,0
26,24.3,44.6,44.2,40.1,0
0,26.1,44.9,46.7,42.6,2
2,26.1,44.9,46.7,42.6,2
3,26.1,44.9,46.7,42.6,2
4,26.1,44.9,46.7,42.6,2
5,26.1,44.9,46.7,42.6,2
6,26.1,44.9,46.7,42.6,2
7,26.1,44.9,46.7,42.6,2
8,26.1,44.9,46.7,42.6,2
9,26.1,44.9,46.7,42.6,2
10,26.1,44.9,46.7,42.6,2
11,26.1,44.9,46.7,42.6,2
12,26.1,44.9,46.7,42.6,2
13,26.1,44.9,46.7,42.6,2
14,26.1,44.9,46.7,42.6,2
15,26.1,44.9,46.7,42.6,2
16,26.1,44.9,46.7,42.6,2
17,26.1,44.9,46.7,42.6,2
18,26.1,44.9,46.7,42.6,2
19,26.1,44.9,46.7,42.6,2
20,26.1,44.9,46.7,42.6,2
21,26.1,44.9,46.7,42.6,2
22,26.1,44.9,46.7,42.6,2
23,26.1,44.9,46.7,42.6,2
24,26.1,44.9,46.7,42.6,2
